StockCode,Description,TotalQuantitySold,TotalRevenue,NumberOfOrders,AvgQuantityPerOrder,RevenueShare,CumulativeRevenueShare,ABC_Category,DemandLevel,ReorderRecommendation,CappedAvgQuantityPerOrder,EstimatedReorderQty
85027L,FRENCH CHATEAU LARGE PLATTER ,190,538.5,40,4.75,3.149421438841909e-05,0.9771869732163876,C,Medium Demand,Normal Stocking,4.75,6
22108,PING! MICROWAVE PLATE,197,537.89,49,4.020408163265306,3.1458538490968886e-05,0.9772184317548785,C,Medium Demand,Normal Stocking,4.020408163265306,5
21397,BLUE POLKADOT EGG CUP ,1090,537.76,53,20.566037735849058,3.1450935430856546e-05,0.9772498826903094,C,Medium Demand,Normal Stocking,20.566037735849058,25
84920,PINK FLOWER FABRIC PONY,145,537.35,54,2.685185185185185,3.142695654896378e-05,0.9772813096468584,C,Low Demand,Low Priority / Avoid Overstock,2.685185185185185,1
22044,CHRISTMAS CARD STACK OF PRESENTS,1909,536.82,85,22.458823529411763,3.139595945773656e-05,0.9773127056063162,C,High Demand,Normal Stocking,22.458823529411763,45
37345,ASSTD HEARTS DESIGN MUGS,318,536.1,6,53.0,3.135385020172976e-05,0.9773440594565179,C,Medium Demand,Normal Stocking,41.04028856825748,49
21419,CONCH SHELL,1252,535.8,13,96.3076923076923,3.1336304678393584e-05,0.9773753957611964,C,High Demand,Normal Stocking,41.04028856825748,82
20935,ROUND CACTUS CANDLE,293,535.5500000000001,39,7.512820512820513,3.132168340894679e-05,0.9774067174446053,C,Medium Demand,Normal Stocking,7.512820512820513,9
23454,THREE MINI HANGING FRAMES,129,535.35,44,2.9318181818181817,3.130998639338934e-05,0.9774380274309986,C,Low Demand,Low Priority / Avoid Overstock,2.9318181818181817,1
85129A,"WHITE PEARL BEADED HEART, SMALL",428,535.0,62,6.903225806451613,3.1289516616163814e-05,0.9774693169476147,C,Medium Demand,Normal Stocking,6.903225806451613,8
85092,CANDY SPOT TEA COSY,374,534.7,14,26.714285714285715,3.127197109282765e-05,0.9775005889187076,C,Medium Demand,Normal Stocking,26.714285714285715,32
20657,TROPICAL LUGGAGE TAG,1692,534.14,71,23.830985915492956,3.12392194492668e-05,0.9775318281381569,C,High Demand,Normal Stocking,23.830985915492956,48
16169P,WRAP GREEN RUSSIAN FOLKART ,1750,533.75,48,36.458333333333336,3.1216410268929785e-05,0.9775630445484258,C,High Demand,Normal Stocking,36.458333333333336,73
85096,HILDA CANDY SPOT RABBIT,142,532.5,50,2.84,3.1143303921695756e-05,0.9775941878523475,C,Low Demand,Low Priority / Avoid Overstock,2.84,1
23324,RUSTIC STRAWBERRY JAM POT LARGE ,261,531.84,33,7.909090909090909,3.110470377035619e-05,0.9776252925561179,C,Medium Demand,Normal Stocking,7.909090909090909,9
21666, RIDGED GLASS T-LIGHT HOLDER,940,531.8000000000001,12,78.33333333333333,3.1102364367244704e-05,0.9776563949204851,C,Medium Demand,Normal Stocking,41.04028856825748,49
85030,FRENCH CHATEAU OVAL PLATTER,211,531.4499999999999,29,7.275862068965517,3.108189459001917e-05,0.9776874768150751,C,Medium Demand,Normal Stocking,7.275862068965517,9
84762C,GREEN PICNIC BARBECUE BUCKET,78,531.3,18,4.333333333333333,3.107312182835109e-05,0.9777185499369034,C,Low Demand,Low Priority / Avoid Overstock,4.333333333333333,2
23473,WOODLAND SMALL RED FELT HEART,665,530.83,43,15.465116279069768,3.10456338417911e-05,0.9777495955707453,C,Medium Demand,Normal Stocking,15.465116279069768,19
35915C,PEACH KNITTED HEN ,388,530.76,23,16.869565217391305,3.1041539886345994e-05,0.9777806371106316,C,Medium Demand,Normal Stocking,16.869565217391305,20
22134,LADLE LOVE HEART RED ,1351,529.98,72,18.76388888888889,3.099592152567196e-05,0.9778116330321572,C,High Demand,Normal Stocking,18.76388888888889,38
84712B,PINK JEWELLED PHOTO FRAME,67,529.47,36,1.8611111111111112,3.0966094136000476e-05,0.9778425991262932,C,Low Demand,Low Priority / Avoid Overstock,1.8611111111111112,1
84682,CLASSICAL ROSE DISH,283,528.85,38,7.447368421052632,3.0929833387772395e-05,0.977873528959681,C,Medium Demand,Normal Stocking,7.447368421052632,9
21373,MIRRORED WALL ART SNOWFLAKES,629,528.15,57,11.035087719298245,3.088889383332134e-05,0.9779044178535143,C,Medium Demand,Normal Stocking,11.035087719298245,13
47367B,PAIR PADDED HANGERS PINK CHECK,151,527.85,38,3.973684210526316,3.087134830998517e-05,0.9779352892018244,C,Low Demand,Low Priority / Avoid Overstock,3.973684210526316,2
84584,PINK GINGHAM CAT WITH SCARF,207,527.85,50,4.14,3.087134830998517e-05,0.9779661605501344,C,Medium Demand,Normal Stocking,4.14,5
22425,ENAMEL COLLANDER CREAM,115,527.25,21,5.476190476190476,3.083625726331284e-05,0.9779969968073977,C,Low Demand,Low Priority / Avoid Overstock,5.476190476190476,3
21173,LOO ROLL  METAL SIGN ,321,527.25,60,5.35,3.083625726331284e-05,0.978027833064661,C,Medium Demand,Normal Stocking,5.35,6
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,83,527.05,35,2.3714285714285714,3.0824560247755396e-05,0.9780586576249087,C,Low Demand,Low Priority / Avoid Overstock,2.3714285714285714,1
21454,PAINTED PINK RABBIT ,619,526.15,85,7.2823529411764705,3.077192367774689e-05,0.9780894295485865,C,Medium Demand,Normal Stocking,7.2823529411764705,9
22681,"FRENCH BLUE METAL DOOR SIGN, 6",420,525.0,46,9.130434782608695,3.070466583829159e-05,0.9781201342144248,C,Medium Demand,Normal Stocking,9.130434782608695,11
20730,STRAWBERRY CANDY BAG,1659,524.25,41,40.46341463414634,3.0660802029951175e-05,0.9781507950164547,C,High Demand,Normal Stocking,40.46341463414634,81
79190B,RETRO PLASTIC POLKA TRAY,1389,523.38,96,14.46875,3.0609920012276294e-05,0.978181404936467,C,High Demand,Normal Stocking,14.46875,29
37494A,FAIRY CAKE CERAMIC BUTTER DISH,192,523.2,25,7.68,3.05993926982746e-05,0.9782120043291652,C,Medium Demand,Normal Stocking,7.68,9
21893,POTTING SHED SEED TIN,164,523.0,13,12.615384615384615,3.0587695682717146e-05,0.978242592024848,C,Low Demand,Low Priority / Avoid Overstock,12.615384615384615,6
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,352,522.74,35,10.057142857142857,3.057248956249247e-05,0.9782731645144105,C,Medium Demand,Normal Stocking,10.057142857142857,12
23499,SET 12 VINTAGE DOILY CHALK ,1244,522.48,93,13.376344086021506,3.055728344226779e-05,0.9783037217978527,C,High Demand,Normal Stocking,13.376344086021506,27
21879,HEARTS GIFT TAPE,1366,522.38,93,14.688172043010752,3.055143493448907e-05,0.9783342732327872,C,High Demand,Normal Stocking,14.688172043010752,29
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,126,521.7,20,6.3,3.051166508159376e-05,0.9783647848978688,C,Low Demand,Low Priority / Avoid Overstock,6.3,3
21215, IVORY PAPER CUP CAKE CASES ,1146,521.1,23,49.82608695652174,3.0476574034921428e-05,0.9783952614719037,C,Medium Demand,Normal Stocking,41.04028856825748,49
22898,CHILDRENS APRON APPLE DESIGN,290,520.5,25,11.6,3.044148298824909e-05,0.978425702954892,C,Medium Demand,Normal Stocking,11.6,14
22054,MINI CAKE STAND HANGING HEARTS,321,520.05,51,6.294117647058823,3.041516470324484e-05,0.9784561181195952,C,Medium Demand,Normal Stocking,6.294117647058823,8
20699,MOUSEY LONG LEGS SOFT TOY,208,519.6,45,4.622222222222222,3.0388846418240595e-05,0.9784865069660135,C,Medium Demand,Normal Stocking,4.622222222222222,6
23451,SQUARE MINI PORTRAIT FRAME,268,519.0,44,6.090909090909091,3.035375537156826e-05,0.978516860721385,C,Medium Demand,Normal Stocking,6.090909090909091,7
17013D,ORIGAMI ROSE INCENSE IN TUBE,1048,515.46,21,49.904761904761905,3.0146718196201494e-05,0.9785470074395812,C,Medium Demand,Normal Stocking,41.04028856825748,49
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,667,515.03,29,23.0,3.0121569612752987e-05,0.978577129009194,C,Medium Demand,Normal Stocking,23.0,28
84916,HAND TOWEL PALE BLUE W FLOWERS,230,514.5,30,7.666666666666667,3.009057252152576e-05,0.9786072195817156,C,Medium Demand,Normal Stocking,7.666666666666667,9
22983,"CARD, BILLBOARD FONT",1266,514.44,74,17.10810810810811,3.008706341685853e-05,0.9786373066451325,C,High Demand,Normal Stocking,17.10810810810811,34
22584,PACK OF 6 PANETTONE GIFT BOXES,226,513.9100000000001,14,16.142857142857142,3.0056066325631305e-05,0.9786673627114582,C,Medium Demand,Normal Stocking,16.142857142857142,19
84313B,BLUE TV TRAY TABLE ,158,513.74,45,3.511111111111111,3.0046123862407473e-05,0.9786974088353205,C,Low Demand,Low Priority / Avoid Overstock,3.511111111111111,2
84824,DANISH ROSE UMBRELLA STAND,33,513.55,27,1.2222222222222223,3.0035011697627895e-05,0.9787274438470182,C,Low Demand,Low Priority / Avoid Overstock,1.2222222222222223,1
20823,GOLD WINE GOBLET,248,513.2,17,14.588235294117647,3.0014541920402373e-05,0.9787574583889386,C,Medium Demand,Normal Stocking,14.588235294117647,18
23016,GLASS TWIST BON BON JAR,69,512.85,19,3.6315789473684212,2.9994072143176843e-05,0.9787874524610818,C,Low Demand,Low Priority / Avoid Overstock,3.6315789473684212,2
47469,ASSORTED SHAPES PHOTO CLIP SILVER ,1094,512.38,27,40.51851851851852,2.9966584156616848e-05,0.9788174190452384,C,Medium Demand,Normal Stocking,40.51851851851852,49
84913A,SOFT PINK ROSE TOWEL ,110,511.5,32,3.4375,2.9915117288164092e-05,0.9788473341625266,C,Low Demand,Low Priority / Avoid Overstock,3.4375,2
21015,DARK BIRD HOUSE TREE DECORATION,1431,511.38999999999993,90,15.9,2.9908683929607496e-05,0.9788772428464562,C,High Demand,Normal Stocking,15.9,32
22201,FRYING PAN BLUE POLKADOT,142,510.5,54,2.6296296296296298,2.985663221037687e-05,0.9789070994786665,C,Low Demand,Low Priority / Avoid Overstock,2.6296296296296298,1
85121B,RETRO LAUNDRY TUB PINK,60,510.0,27,2.2222222222222223,2.982738967148326e-05,0.978936926868338,C,Low Demand,Low Priority / Avoid Overstock,2.2222222222222223,1
84782C,GREEN 3 TIER GLASS PLATE STAND,74,509.9,18,4.111111111111111,2.9821541163704538e-05,0.9789667484095017,C,Low Demand,Low Priority / Avoid Overstock,4.111111111111111,2
72800D,S/4 BLUE DINNER CANDLE SILVER FLOCK,413,508.95,32,12.90625,2.9765980339806675e-05,0.9789965143898415,C,Medium Demand,Normal Stocking,12.90625,15
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,407,508.75,63,6.4603174603174605,2.9754283324249234e-05,0.9790262686731658,C,Medium Demand,Normal Stocking,6.4603174603174605,8
90058B,CRYSTAL STUD EARRINGS ASSORTED COL ,1081,508.7,28,38.607142857142854,2.975135907035987e-05,0.9790560200322361,C,Medium Demand,Normal Stocking,38.607142857142854,46
85232A,SET/3 POLKADOT STACKING TINS,106,507.9,37,2.864864864864865,2.9704571008130094e-05,0.9790857246032443,C,Low Demand,Low Priority / Avoid Overstock,2.864864864864865,1
23060,HEART BEADED TRELLIS DECORATION,244,507.52000000000004,39,6.256410256410256,2.9682346678570953e-05,0.9791154069499228,C,Medium Demand,Normal Stocking,6.256410256410256,8
84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,619,505.98999999999995,61,10.147540983606557,2.95928645095565e-05,0.9791449998144324,C,Medium Demand,Normal Stocking,10.147540983606557,12
23219,LAUREL STAR ANTIQUE SILVER ,404,504.6,49,8.244897959183673,2.9511570251432262e-05,0.9791745113846838,C,Medium Demand,Normal Stocking,8.244897959183673,10
37352,BIRD IN TREE MUG ,4643,504.55,8,580.375,2.95086459975429e-05,0.9792040200306813,C,High Demand,Normal Stocking,41.04028856825748,82
72122,COFFEE SCENT PILLAR CANDLE,531,504.45,93,5.709677419354839,2.9502797489764177e-05,0.9792335228281711,C,Medium Demand,Normal Stocking,5.709677419354839,7
16236,KITTY PENCIL ERASERS,2425,503.65,143,16.958041958041957,2.94560094275344e-05,0.9792629788375986,C,High Demand,Normal Stocking,16.958041958041957,34
21285,RETRO SPOT CANDLE  MEDIUM,248,502.80000000000007,23,10.782608695652174,2.9406297111415267e-05,0.9792923851347101,C,Medium Demand,Normal Stocking,10.782608695652174,13
23139,SINGLE WIRE HOOK PINK HEART,406,502.38,22,18.454545454545453,2.9381733378744627e-05,0.9793217668680888,C,Medium Demand,Normal Stocking,18.454545454545453,22
21117,BLOND DOLL DOORSTOP,328,502.08000000000004,26,12.615384615384615,2.9364187855408464e-05,0.9793511310559442,C,Medium Demand,Normal Stocking,12.615384615384615,15
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,355,501.9700000000001,19,18.68421052631579,2.935775449685187e-05,0.979380488810441,C,Medium Demand,Normal Stocking,18.68421052631579,22
20830,SILVER PHOTO FRAME,296,501.59999999999997,46,6.434782608695652,2.9336115018070594e-05,0.9794098249254591,C,Medium Demand,Normal Stocking,6.434782608695652,8
90200A,PURPLE SWEETHEART BRACELET,118,501.5,43,2.744186046511628,2.933026651029187e-05,0.9794391551919694,C,Low Demand,Low Priority / Avoid Overstock,2.744186046511628,1
20888,SET 3 JARDIN DE FEMME SCENT CANDLES,359,499.81,11,32.63636363636363,2.923142672883147e-05,0.9794683866186983,C,Medium Demand,Normal Stocking,32.63636363636363,39
22394,PAPERWEIGHT KINGS CHOICE ,337,499.34999999999997,47,7.170212765957447,2.9204523593049343e-05,0.9794975911422913,C,Medium Demand,Normal Stocking,7.170212765957447,9
16048,TEATIME ROUND PENCIL SHARPENER ,3413,498.66,69,49.46376811594203,2.9164168889376165e-05,0.9795267553111807,C,High Demand,Normal Stocking,41.04028856825748,82
21194,PINK  HONEYCOMB PAPER FAN,501,498.64000000000004,60,8.35,2.916299918782042e-05,0.9795559183103686,C,Medium Demand,Normal Stocking,8.35,10
72728,ROSE SCENT CANDLES IN GLASS,614,498.49999999999994,50,12.28,2.9154811276930203e-05,0.9795850731216456,C,Medium Demand,Normal Stocking,12.28,15
85161,ACRYLIC GEOMETRIC LAMP,27,497.65,20,1.35,2.9105098960811066e-05,0.9796141782206064,C,Low Demand,Low Priority / Avoid Overstock,1.35,1
21270,ANTIQUE CREAM CUTLERY CUPBOARD,39,497.25,27,1.4444444444444444,2.908170492969618e-05,0.979643259925536,C,Low Demand,Low Priority / Avoid Overstock,1.4444444444444444,1
84414B,FUSCHIA/GREEN STRIPE WOOLLY BLANKET,77,497.15,8,9.625,2.9075856421917455e-05,0.9796723357819579,C,Low Demand,Low Priority / Avoid Overstock,9.625,5
85230A,OPIUM SCENTED VOTIVE CANDLE,1992,497.03999999999996,48,41.5,2.906942306336086e-05,0.9797014052050212,C,High Demand,Normal Stocking,41.04028856825748,82
84657,GREEN ROSE CUSHION COVER,245,496.25,19,12.894736842105264,2.9023219851908956e-05,0.9797304284248731,C,Medium Demand,Normal Stocking,12.894736842105264,15
23398,HANGING HEART BONHEUR,587,495.83,57,10.298245614035087,2.8998656119238322e-05,0.9797594270809924,C,Medium Demand,Normal Stocking,10.298245614035087,12
23528,WALL ART SPACEBOY,156,495.48,21,7.428571428571429,2.8978186342012797e-05,0.9797884052673345,C,Low Demand,Low Priority / Avoid Overstock,7.428571428571429,4
85186C,BUNNY EGG GARLAND,1179,495.18,79,14.924050632911392,2.896064081867663e-05,0.9798173659081532,C,Medium Demand,Normal Stocking,14.924050632911392,18
72800B, 4 PURPLE FLOCK DINNER CANDLES,324,495.16,51,6.352941176470588,2.8959471117120886e-05,0.9798463253792703,C,Medium Demand,Normal Stocking,6.352941176470588,8
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,444,494.76,43,10.325581395348838,2.8936077086005997e-05,0.9798752614563563,C,Medium Demand,Normal Stocking,10.325581395348838,12
21026,SPACE OWL,396,493.62,55,7.2,2.8869404097328564e-05,0.9799041308604536,C,Medium Demand,Normal Stocking,7.2,9
85117,NIGHTINGALE COATHOOK WHITE,317,493.45,40,7.925,2.8859461634104735e-05,0.9799329903220877,C,Medium Demand,Normal Stocking,7.925,10
79337,BLUE FLOCK GLASS CANDLEHOLDER,1191,491.95,19,62.68421052631579,2.8771734017423902e-05,0.9799617620561051,C,Medium Demand,Normal Stocking,41.04028856825748,49
90161C,ANT COPPER LIME BOUDICCA BRACELET,99,490.05,34,2.911764705882353,2.866061236962818e-05,0.9799904226684747,C,Low Demand,Low Priority / Avoid Overstock,2.911764705882353,1
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,100,489.40000000000003,28,3.5714285714285716,2.862259706906649e-05,0.9800190452655437,C,Low Demand,Low Priority / Avoid Overstock,3.5714285714285716,2
21899,GARAGE KEY FOB,730,489.2,115,6.3478260869565215,2.861090005350904e-05,0.9800476561655972,C,Medium Demand,Normal Stocking,6.3478260869565215,8
20910,VINTAGE PHOTO ALBUM PARIS DAYS,80,488.79999999999995,28,2.857142857142857,2.858750602239415e-05,0.9800762436716196,C,Low Demand,Low Priority / Avoid Overstock,2.857142857142857,1
84827,ASS DES PHONE SPONGE CRAFT STICKER,1025,488.49,28,36.607142857142854,2.8569375648280115e-05,0.9801048130472679,C,Medium Demand,Normal Stocking,36.607142857142854,44
51020B,STRIPY DESIGN SHOWER CAP,1084,488.11999999999995,60,18.066666666666666,2.8547736169498838e-05,0.9801333607834374,C,Medium Demand,Normal Stocking,18.066666666666666,22
22322,BIRD DECORATION GREEN  SPOT,574,487.9,47,12.212765957446809,2.8534869452385652e-05,0.9801618956528898,C,Medium Demand,Normal Stocking,12.212765957446809,15
35964,FOLKART CLIP ON STARS,1005,487.53,56,17.946428571428573,2.851322997360438e-05,0.9801904088828635,C,Medium Demand,Normal Stocking,17.946428571428573,22
85091,CANDY SPOT BREAD BASKETS,337,487.35,14,24.071428571428573,2.8502702659602682e-05,0.9802189115855231,C,Medium Demand,Normal Stocking,24.071428571428573,29
84846A,SCENTED CANDLE IN DIGITALIS TIN,232,487.20000000000005,42,5.523809523809524,2.84939298979346e-05,0.980247405515421,C,Medium Demand,Normal Stocking,5.523809523809524,7
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,1160,487.2,68,17.058823529411764,2.8493929897934597e-05,0.9802758994453189,C,Medium Demand,Normal Stocking,17.058823529411764,20
35972,DAISY FOLKART HEART DECORATION,389,486.25,51,7.627450980392157,2.8438369074036735e-05,0.980304337814393,C,Medium Demand,Normal Stocking,7.627450980392157,9
20652,BLUE SPOTTY LUGGAGE TAG ,1056,486.0,44,24.0,2.842374780458993e-05,0.9803327615621975,C,Medium Demand,Normal Stocking,24.0,29
17084N,FAIRY DREAMS INCENSE ,2391,485.86,67,35.6865671641791,2.841555989369972e-05,0.9803611771220913,C,High Demand,Normal Stocking,35.6865671641791,71
23413,VINTAGE COFFEE GRINDER BOX,102,485.7,23,4.434782608695652,2.8406202281253764e-05,0.9803895833243725,C,Low Demand,Low Priority / Avoid Overstock,4.434782608695652,2
20865,PATCHWORK PENCIL CASE BUTTERFLY ,247,485.49,30,8.233333333333333,2.839392041491845e-05,0.9804179772447874,C,Medium Demand,Normal Stocking,8.233333333333333,10
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,311,485.36,21,14.80952380952381,2.838631735480611e-05,0.9804463635621422,C,Medium Demand,Normal Stocking,14.80952380952381,18
21160,KEEP OUT GIRLS DOOR HANGER ,763,485.22999999999996,49,15.571428571428571,2.837871429469377e-05,0.9804747422764369,C,Medium Demand,Normal Stocking,15.571428571428571,19
85215,ASSORTED CHEESE FRIDGE MAGNETS,755,484.99,46,16.41304347826087,2.836467787602484e-05,0.980503106954313,C,Medium Demand,Normal Stocking,16.41304347826087,20
22263,FELT EGG COSY LADYBIRD ,722,484.34,43,16.790697674418606,2.832666257546314e-05,0.9805314336168884,C,Medium Demand,Normal Stocking,16.790697674418606,20
21740,COSY SLIPPER SHOES LARGE RED,164,483.80000000000007,48,3.4166666666666665,2.8295080633458047e-05,0.980559728697522,C,Low Demand,Low Priority / Avoid Overstock,3.4166666666666665,2
84875D,BLUE SQUARE COMPACT MIRROR,371,483.75,37,10.027027027027026,2.829215637956868e-05,0.9805880208539015,C,Medium Demand,Normal Stocking,10.027027027027026,12
85185D,FROG SOCK PUPPET,168,483.6000000000001,45,3.7333333333333334,2.8283383617900602e-05,0.9806163042375194,C,Low Demand,Low Priority / Avoid Overstock,3.7333333333333334,2
84913B,MINT GREEN ROSE TOWEL,104,483.6,30,3.466666666666667,2.82833836179006e-05,0.9806445876211374,C,Low Demand,Low Priority / Avoid Overstock,3.466666666666667,2
23660,HENRIETTA HEN MUG ,293,483.45000000000005,31,9.451612903225806,2.8274610856232517e-05,0.9806728622319936,C,Medium Demand,Normal Stocking,9.451612903225806,11
20864,DENIM PATCH PENCIL CASE BUTTERFLY,247,483.33,26,9.5,2.8267592646898047e-05,0.9807011298246404,C,Medium Demand,Normal Stocking,9.5,11
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,322,482.70000000000005,9,35.77777777777778,2.82307470478921e-05,0.9807293605716884,C,Medium Demand,Normal Stocking,35.77777777777778,43
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,838,482.34,87,9.632183908045977,2.8209692419888696e-05,0.9807575702641083,C,Medium Demand,Normal Stocking,9.632183908045977,12
22861,EASTER TIN CHICKS IN GARDEN,292,481.8,38,7.684210526315789,2.81781104778836e-05,0.9807857483745861,C,Medium Demand,Normal Stocking,7.684210526315789,9
22038,BOTANICAL LAVENDER GIFT WRAP ,1150,481.0,45,25.555555555555557,2.813132241565382e-05,0.9808138796970017,C,Medium Demand,Normal Stocking,25.555555555555557,31
20794,BLUE  TILE HOOK,190,480.9,30,6.333333333333333,2.8125473907875097e-05,0.9808420051709096,C,Medium Demand,Normal Stocking,6.333333333333333,8
84592,CROCHET ROSE PURSE WITH SUEDE BACK,163,480.8500000000001,38,4.2894736842105265,2.812254965398574e-05,0.9808701277205636,C,Low Demand,Low Priority / Avoid Overstock,4.2894736842105265,2
84984B,RED PEONY CUSHION COVER ,309,480.85,10,30.9,2.8122549653985737e-05,0.9808982502702176,C,Medium Demand,Normal Stocking,30.9,37
84218,BOX/12 CHICK & EGG IN BASKET,254,479.7,89,2.853932584269663,2.805529181453043e-05,0.9809263055620321,C,Medium Demand,Normal Stocking,2.853932584269663,3
21666,RIDGED GLASS T-LIGHT HOLDER,738,479.7,56,13.178571428571429,2.805529181453043e-05,0.9809543608538466,C,Medium Demand,Normal Stocking,13.178571428571429,16
90160D,PINK BOUDICCA LARGE BRACELET,69,479.55,21,3.2857142857142856,2.804651905286235e-05,0.9809824073728994,C,Low Demand,Low Priority / Avoid Overstock,3.2857142857142856,2
23169,CLASSIC GLASS SWEET JAR,119,479.45,14,8.5,2.8040670545083627e-05,0.9810104480434445,C,Low Demand,Low Priority / Avoid Overstock,8.5,4
84989B,75 BLACK FAIRY CAKE CASES,985,479.34999999999997,46,21.41304347826087,2.80348220373049e-05,0.9810384828654818,C,Medium Demand,Normal Stocking,21.41304347826087,26
72267,PREMIUM CHURCH CANDLE,247,479.34000000000003,40,6.175,2.8034237186527034e-05,0.9810665171026683,C,Medium Demand,Normal Stocking,6.175,7
84917,WHITE HAND TOWEL WITH BUTTERFLY,183,477.85,17,10.764705882352942,2.7947094420624072e-05,0.981094464197089,C,Medium Demand,Normal Stocking,10.764705882352942,13
22892,SALT AND PEPPER SHAKERS TOADSTOOLS,393,477.57,26,15.115384615384615,2.793071859884365e-05,0.9811223949156879,C,Medium Demand,Normal Stocking,15.115384615384615,18
84706D,CHERRY BLOSSOM TABLE CLOCK ,216,477.2,14,15.428571428571429,2.7909079120062376e-05,0.981150303994808,C,Medium Demand,Normal Stocking,15.428571428571429,19
72750C,"F.FAIRY S/3 CANDLE/GLASS, ROSE",232,476.4,15,15.466666666666667,2.78622910578326e-05,0.9811781662858657,C,Medium Demand,Normal Stocking,15.466666666666667,19
84875B,GREEN SQUARE COMPACT MIRROR,367,476.25,35,10.485714285714286,2.7853518296164517e-05,0.9812060198041619,C,Medium Demand,Normal Stocking,10.485714285714286,13
21311,SET/4 BIRD MIRROR MAGNETS ,682,476.11,75,9.093333333333334,2.7845330385274306e-05,0.9812338651345471,C,Medium Demand,Normal Stocking,9.093333333333334,11
35600D,PINK AND WHITE CHRISTMAS TREE 180CM,140,476.00000000000006,12,11.666666666666666,2.7838897026717713e-05,0.9812617040315739,C,Low Demand,Low Priority / Avoid Overstock,11.666666666666666,6
23021,GLASS BONNE JAM JAR,117,475.95000000000005,25,4.68,2.783597277282835e-05,0.9812895400043466,C,Low Demand,Low Priority / Avoid Overstock,4.68,2
79030G,TUMBLER NEW ENGLAND,1220,475.79999999999995,41,29.75609756097561,2.7827200011160262e-05,0.9813173672043578,C,High Demand,Normal Stocking,29.75609756097561,60
21665,TRIANGULAR RIDGED GLASS POSY HOLDER,766,475.1,40,19.15,2.778626045670921e-05,0.9813451534648145,C,Medium Demand,Normal Stocking,19.15,23
84762A,WHITE PICNIC BARBECUE BUCKET,54,474.9,24,2.25,2.7774563441151763e-05,0.9813729280282557,C,Low Demand,Low Priority / Avoid Overstock,2.25,1
37492C,GREEN BLUE FLOWER PIGGY BANK,241,472.65,23,10.478260869565217,2.7642972016130515e-05,0.9814005710002719,C,Medium Demand,Normal Stocking,10.478260869565217,13
22697,TEACUP AND SAUCER REGENCY GREEN,174,472.5,13,13.384615384615385,2.7634199254462434e-05,0.9814282051995263,C,Low Demand,Low Priority / Avoid Overstock,13.384615384615385,7
23180,MUM'S KITCHEN CLOCK,104,471.90000000000003,36,2.888888888888889,2.75991082077901e-05,0.9814558043077342,C,Low Demand,Low Priority / Avoid Overstock,2.888888888888889,1
22951,72 CAKE CASES DOLLY GIRL DESIGN,943,471.84999999999997,25,37.72,2.7596183953900738e-05,0.981483400491688,C,Medium Demand,Normal Stocking,37.72,45
22541,MINI JIGSAW LEAP FROG,1192,471.56,40,29.8,2.7579223281342445e-05,0.9815109797149694,C,Medium Demand,Normal Stocking,29.8,36
85144,JARDIN ETCHED GLASS BUTTER DISH,68,471.4,30,2.2666666666666666,2.7569865668896487e-05,0.9815385495806382,C,Low Demand,Low Priority / Avoid Overstock,2.2666666666666666,1
23527,WALL ART ANIMALS AND NATURE ,148,471.0,26,5.6923076923076925,2.75464716377816e-05,0.9815660960522761,C,Low Demand,Low Priority / Avoid Overstock,5.6923076923076925,3
85020,ROUND PINK HEART MIRROR,224,470.4,44,5.090909090909091,2.7511380591109265e-05,0.9815936074328672,C,Medium Demand,Normal Stocking,5.090909090909091,6
21620,S/4 ROSE    BOTANICAL  CANDLE,126,469.5,37,3.4054054054054053,2.7458744021100765e-05,0.9816210661768883,C,Low Demand,Low Priority / Avoid Overstock,3.4054054054054053,2
16238,PARTY TIME PENCIL ERASERS,2232,469.42,135,16.533333333333335,2.745406521487779e-05,0.9816485202421031,C,High Demand,Normal Stocking,16.533333333333335,33
16202B,PASTEL BLUE PHOTO ALBUM ,1034,469.21,18,57.44444444444444,2.744178334854247e-05,0.9816759620254517,C,Medium Demand,Normal Stocking,41.04028856825748,49
72800C,S/4 PINK DINNER CANDLE SILVER FLOCK,389,468.87,24,16.208333333333332,2.7421898422094817e-05,0.9817033839238738,C,Medium Demand,Normal Stocking,16.208333333333332,19
22897,OVEN MITT APPLE DESIGN,337,468.65,30,11.233333333333333,2.7409031704981625e-05,0.9817307929555787,C,Medium Demand,Normal Stocking,11.233333333333333,13
16239,BALLERINA HEART DECORATION.,338,468.4,13,26.0,2.739441043553482e-05,0.9817581873660143,C,Medium Demand,Normal Stocking,26.0,31
